,X,п..id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
1962,1962,1235537061958033408,1583409965,2020-03-05 12:06:05,AgusGalla,RT @azulmowszet: Si no me mata el coronavirus me mata  un varГіn,low,NA,NA,NA,NA,0,0,es,,NA,1234999382090514432,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Corrientes, Argentina",NA,NA,205549907,Agustina Gallardo,0,Medicina-UNNE рџ“љ  Que la vida te de el doble de lo que vos me deseas a mi в™Ґ,,http://pbs.twimg.com/profile_images/1151294232906387456/LBKQ_BjQ_normal.jpg,NA,NA,NA,25193,664,715,9001,5,NA,2010-10-21 03:29:15
33058,33058,1257642847874035712,1588680395,2020-05-05 12:06:35,ResistSchnzrs,"RT @BruceBourgoine: A 42 year-old hospital worker in Georgia, Diedre Wilkes, who had #coronavirus was found dead in her home with her 4вЂ¦ https://t.co/2YxKNb42Jp",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Sofa,NA,NA,904866954934194176,Resist STAY HOME Schnauzers,0,"We get political and arenвЂ™t afraid to get loud. if youвЂ™re looking for cute doggy pics, keep looking. this ainвЂ™t it. #PetsResist #SchnauzersBehavingBadly",,http://pbs.twimg.com/profile_images/1046585042137493505/ByCdODDf_normal.jpg,NA,NA,NA,46305,6088,6432,77504,7,NA,2017-09-05 00:41:08
54728,54728,1290983031407337472,1596629314,2020-08-05 12:08:34,Leolabar,"@Clauwild1 Lembra a ela tambГ©m, que o culpado das mortes no mundo pelo Coronavirus Г© o PCC, partido Comunista ChinГЄs.",low,NA,NA,NA,NA,0,0,pt,Clauwild1,1290982297454419968,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Brasil/RJ,NA,NA,163884643,Leonardo Barbosa,0,,,http://pbs.twimg.com/profile_images/1172907385263968262/A_Z0Pumi_normal.jpg,NA,NA,NA,10841,258,75,33265,0,NA,2010-07-07 14:28:21
9352,9352,1235538092410445824,1583410211,2020-03-05 12:10:11,Eimear_Shea,"Inside the secret Hong Kong group tracking protests, the police, and coronavirus. #HongKongProtests  https://t.co/UrWoBtw5WH",low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dublin City, Ireland",NA,NA,1149328063,Eimear O'Shea,0,#news #business #economy #politics,,http://pbs.twimg.com/profile_images/874018124940664836/1AEIK5e8_normal.jpg,NA,NA,NA,4971,218,112,35,30,NA,2013-02-04 23:12:45
24843,24843,1246772127933628416,1586088613,2020-04-05 12:10:13,GarbaMowalter,"RT @AJENews: UPDATE: Russia reports 658 new coronavirus cases, total surges past 5,000. https://t.co/xJkSvmGHDO",low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nigeria,NA,NA,884669665,Mohammed Garba,0,"I'm a risen star, cool headed straight from the steets of j-town; so u can admire; but don't look too long! BBM pin - 58b05fe1",,http://pbs.twimg.com/profile_images/454834018610323456/-IWtVon1_normal.jpeg,NA,NA,NA,11003,189,521,11724,12,NA,2012-10-16 15:27:54
34185,34185,1257643082306195456,1588680451,2020-05-05 12:07:31,Centwistle1,#Barristers can now apply for #Coronavirus testing through @thebarcouncil. Visit our website for more details: https://t.co/MctbelsWbJ,low,0,NA,NA,NA,0,0,en,,NA,1257605114757623808,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",London,NA,NA,88690333,Carolyn Entwistle,0,"Head of Services @thebarcouncil, previously @Landmark_LC Senior Management & @gardencourtlaw Administrator. #BPTC graduate. Opinions my own. Not ALL about work.",,http://pbs.twimg.com/profile_images/1224979819596828673/oTcom-hr_normal.jpg,NA,NA,NA,2106,615,582,1363,13,NA,2009-11-09 15:41:56
42855,42855,1257644927078617088,1588680891,2020-05-05 12:14:51,YukiNek56432140,RT @nicoleodera: Coronavirus: la folle charge d'Emmanuel Todd contre Macron https://t.co/tHhxZINjvM via @Challenges,low,0,NA,NA,NA,0,0,fr,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kyoto,NA,NA,1216809146600824832,Yuki Neko,0,"Ceux qui pensent que c'est impossible sont priГ©s de ne pas dГ©ranger ceux qui essayent.  Tendance FI, incompatible LaRem, RN. Ne rГ©pond pas aux MP.",,http://pbs.twimg.com/profile_images/1216809757362835456/rQgO8AtC_normal.jpg,NA,NA,NA,15766,436,384,33234,2,NA,2020-01-13 19:49:02
15893,15893,1235539012615647232,1583410430,2020-03-05 12:13:50,DigitalCheeze,RT @kstreet111: Trump claims World Health Organization coronavirus death rate is fake news | Raw Story https://t.co/EMxZimeYe3 via rawstory,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,52081059,digitalcheeze рџЊЉ,0,Anti treason and anti Trump.  Believer in American exceptionalism.  Trump. Is. A. Russian. Agent.,,http://pbs.twimg.com/profile_images/882217850399862784/Yn0CRIW__normal.jpg,NA,NA,NA,8009,227,445,22597,3,NA,2009-06-29 15:04:14
41210,41210,1257644576979980288,1588680807,2020-05-05 12:13:27,TiredofBS13,RT @Antonio13337: Here's How NYC's Coronavirus Death Toll Is Being Inflated https://t.co/Vyo7wAgP1w,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Fly Over America,NA,NA,953734945729581056,TiredofBS #WWG1WGA Text TRUMP to 88022 #KAG NO DM,0,#MAGA #TheGreatAwakening #NRA #QAnon #IBOR #FakeNews @POTUS  F/B @charliekirk11 @JamieGlazov  @DougWead Happy wife. #MakeItRain NO trains NO DM,,http://pbs.twimg.com/profile_images/995829806754357248/8m_PjSzh_normal.jpg,NA,NA,NA,319660,9493,10428,352510,3,NA,2018-01-17 21:05:05
21579,21579,1246771503179407360,1586088464,2020-04-05 12:07:44,Jose_A_Bajo,"RT @jcyl: #CastillayLeГіn alcanza los 8.749 casos de #coronavirus, 417 de ellos nuevas confirmaciones y las altas hospitalariaвЂ¦ https://t.co/CjfkylE1ZQ",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,539975257,Jose Antonio Bajo (en casa рџЏЁрџЏЎ),0,"Lo que natura no da, Salamanca no presta. Demostrado, a dГ­a de hoy, queda.",,http://pbs.twimg.com/profile_images/435118536684351488/wJ7d9KCf_normal.jpeg,NA,NA,NA,3357,59,167,14883,0,NA,2012-03-29 13:26:32
9392,9392,1235538099217842176,1583410212,2020-03-05 12:10:12,VitaSparvoli,"RT @luliriver05: Dichosos aquellos que tienen miedo de morir por coronavirus o dengue. Yo tengo miedo de aparecer empalada, violada, quemada o descuartizada.",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ciudad AutГіnoma de Buenos Aire,NA,NA,1148975209627697152,v,0,18вњЁ Tengo muchas crisis existenciales pero al menos el cielo estГЎ bonitoрџЌѓ,https://www.instagram.com/vitajsparvoli/,http://pbs.twimg.com/profile_images/1225280827812188161/e1WtC9Ut_normal.jpg,NA,NA,NA,4586,53,96,12578,0,NA,2019-07-10 15:20:11
39546,39546,1257644223551156224,1588680723,2020-05-05 12:12:03,DRUDOG,"RT @ryanstruyk: Reported US coronavirus deaths:  Mar. 4: 11 deaths Apr. 4: 8,488 deaths May 4: 68,922 deaths",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bay Street Landing, Staten Isl",NA,NA,28916287,Druanne Dillon,0,,,http://pbs.twimg.com/profile_images/579300042936176640/kgHOWaJO_normal.jpg,NA,NA,NA,70,17,30,528,1,NA,2009-04-05 01:49:59
13179,13179,1235538629138599936,1583410339,2020-03-05 12:12:19,lucyjanesantos_,Regular рџЌёrequest: has anyone been in a bar and seen a cocktail named after any iteration of Coronavirus? Let me know if you see anything рџ‘Ђрџ‘Ђ,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",London and Norwich,NA,NA,296516547,Lucy Jane Santos,0,"Museums, Visitor Attractions, Heritage. HSTM. Author #HalfLives coming July 2020 @iconbooks (she/her) Rep: @L_Macdougall #20s30s #ArtDeco own views etc рџђ€ рџЌё",http://www.lucyjanesantos.com,http://pbs.twimg.com/profile_images/1218301408069505028/mUt1B-QS_normal.jpg,NA,NA,NA,8123,3214,1879,4831,61,NA,2011-05-10 22:30:22
19157,19157,1246771025200549888,1586088350,2020-04-05 12:05:50,Bhatt_YS,"RT @TarekFatah: вЂњPakistan is using #CoronaVirus as a Biological Weapon against #BalochistanвЂќ вЂ” Dr. Murad Baloch, @SecGenBNM  https://t.co/ffGiNRc3Hd",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sagwara, Rajasthan",NA,NA,876484577862307840,Y. S. Hindu,0,а¤®аҐ‡а¤°а¤ѕ а¤­а¤ѕа¤°а¤¤ а¤®а¤№а¤ѕа¤ЁаҐ¤а¤­а¤ѕа¤ња¤Єа¤ѕ а¤®а¤‚а¤Ўа¤І а¤‰а¤Єа¤ѕа¤§аҐЌа¤Їа¤•аҐЌа¤·аҐ¤ blessed to be followed by Shri Kailash Vijayvargiya 100% а¤«аҐ‹а¤ІаҐ‹ а¤¬аҐ€а¤• RT is not endorsement,,http://pbs.twimg.com/profile_images/1245313301707280389/Afx29fLb_normal.jpg,NA,NA,NA,11761,8547,8539,21940,0,NA,2017-06-18 16:59:42
11796,11796,1235538437404413952,1583410293,2020-03-05 12:11:33,KeithCraigo,"Due to the CoronaVirus my new motto is ""I like you but we should see less of each other!"" #Skype me, #MSTeams me, IM me, call me, Text Me.",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","California, Central Coast Area",NA,NA,18430206,Keith Craigo,0,"#O365, #SharePoint, #ReactJs Web Developer, LifeLong Learner and YouTube Creator - http://bit.ly/2r7Vcjo",https://webdevbythebay.com/,http://pbs.twimg.com/profile_images/1219579221011419136/DuhunnK6_normal.jpg,NA,NA,NA,2214,587,1243,2451,31,NA,2008-12-28 17:14:32
16086,16086,1235539040104935424,1583410437,2020-03-05 12:13:57,antoinemariotti,"1/ #CORONAVIRUS : 8 cas suspects dans un hГґtel prГЁs de BГ©thlГ©em (Cisjordanie), les tests sont en cours, aucun cas confirmГ© pour l'instant. Mais l'AutoritГ© palestinienne prend d'ores et dГ©jГ  des mesures drastiques. L'hГґtel est fermГ© et mis en quarantaine.",low,NA,NA,NA,NA,0,0,fr,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,173061472,Antoine Mariotti,0,Correspondant de @france24 au Proche-Orient. Middle East Correspondent.,http://antoinemariotti.com,http://pbs.twimg.com/profile_images/495568959765504000/c70tcq7b_normal.jpeg,NA,NA,NA,5134,3183,2333,6075,198,NA,2010-07-31 09:19:00
28438,28438,1246772804923437056,1586088775,2020-04-05 12:12:55,jusclickme,"RT @narendramodi: Found this very creative video on Instagram, made by Rupin-Vasu. LetвЂ™s unite and defeat Coronavirus. #9pm9minute   https://t.co/P0qw5kyc66",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,262976949,Praveen,0,,,http://pbs.twimg.com/profile_images/795735079008014337/c8HcWp7H_normal.jpg,NA,NA,NA,305010,1052,4671,106744,98,NA,2011-03-09 03:46:28
44629,44629,1268877076116828160,1591358844,2020-06-05 12:07:24,jcromero7304,"RT @lopezdoriga: вЂњEstar bien con nuestra conciencia, no mentir, no robar, no traicionar, eso ayuda mucho para que no dГ© el coronavirвЂ¦ https://t.co/NhMKerAYeR",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mexico,NA,NA,2540063794,julio romero,0,,,http://pbs.twimg.com/profile_images/1219654600648622081/BntRMSLI_normal.jpg,NA,NA,NA,228,2,34,1524,0,NA,2014-05-11 01:06:57
18767,18767,1246770948952322048,1586088332,2020-04-05 12:05:32,Shivsaravan,"RT @group1crew: рџ‡©рџ‡°#DENMARK  New death: +18 New cases: +292  Total death: 179 Total cases: 4,369 Total recovered: 1,327   #Coronavirus #COVID19",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",а®¤а®®а®їа®ґа®•а®®аЇЌ в‚№IND,NA,NA,1213285120876015616,Saravanan,0,Single Life,,http://pbs.twimg.com/profile_images/1246393379803414530/ll5fuD46_normal.jpg,NA,NA,NA,7058,34,39,2264,0,NA,2020-01-04 02:24:59
42978,42978,1257644951640383488,1588680897,2020-05-05 12:14:57,quadrimeister,"RT @laRepublicanaok: Dejemos de usar el Coronavirus para tapar el desastre econГіmico Riesgo paГ­s , dГіlar , hiperinflaciГіn, suelta de PreвЂ¦ https://t.co/eBxHXK5m42",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rosario, Argentina",NA,NA,167385572,Beppe Quadriрџ‡Ёрџ‡­рџ‡¦рџ‡·Republicano,0,"Promotor Argentino del dia mundial Ride To Work (ATEM), Moto Periodista aficionado argentino, Colaborador de grandes medios especializados, Piloto de velocidad.",https://www.facebook.com/jose.quadri.5,http://pbs.twimg.com/profile_images/378800000078173446/ffe76e5dedca353b0b19297a02433a67_normal.jpeg,NA,NA,NA,74032,408,998,38302,18,NA,2010-07-16 13:11:39
56896,56896,1290984322330222592,1596629622,2020-08-05 12:13:42,pepabejarano56,"RT @Leganews: CORONAVIRUS | DATOS | #LeganГ©s, la buena excepciГіn: Se convierte en la gran ciudad del sur con menos casos (33) actвЂ¦ https://t.co/RrMZVfHDlK",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,2876223514,Josefa Macias,0,,,http://pbs.twimg.com/profile_images/1014775095179476993/l12Z4yL3_normal.jpg,NA,NA,NA,176007,736,1135,13383,23,NA,2014-11-14 09:11:42
51242,51242,1279749436235710464,1593951016,2020-07-05 12:10:16,DemocracyCanWin,Doh! рџЌ»рџЌ·рџ�і #coronavirus #COVID19 #COVIDIOTS,low,NA,NA,NA,NA,0,0,und,,NA,1279662541564674048,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UK,NA,NA,1133039661109129216,Common Sense рџ‡¬рџ‡§рџ‡Єрџ‡єрџ‡¬рџ‡§рџ‘Ќ,0,"#ToryBrexit is a National Tragedy.   Leavers: You Won It, You Own It!    Ryan lives in Southend with an amazing wife & two beautiful but annoying kids.",,http://pbs.twimg.com/profile_images/1133048652002406407/ykMO2t4a_normal.png,NA,NA,NA,6965,192,304,3671,2,NA,2019-05-27 15:58:00
57830,57830,1313089006268223488,1601899789,2020-10-05 12:09:49,hulagurl46,RT @joncoopertweets: Trump had already been notified he tested positive for coronavirus by the time he appeared on Fox News for an interвЂ¦ https://t.co/5yJ1FDYh9j,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,931568153594875904,hulagirl,0,,,http://pbs.twimg.com/profile_images/1236800460440383490/jMWQ4cSy_normal.jpg,NA,NA,NA,26676,65,482,108675,0,NA,2017-11-17 17:02:10
55743,55743,1290983639824699392,1596629459,2020-08-05 12:10:59,monishipony,RT @tagesschau: BundeslГ¤nder planen hГ¶here Strafen fГјr Maskenverweigerer https://t.co/ukH88qB62r #Coronavirus #Maskenpflicht #BuГџgeld,low,0,NA,NA,NA,0,0,de,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KГ¶ln, Deutschland",NA,NA,1232403224449224704,monishipony,0,,,http://pbs.twimg.com/profile_images/1232416758457389059/yStK4Ix0_normal.jpg,NA,NA,NA,86,9,98,219,0,NA,2020-02-25 20:33:30
23001,23001,1246771774911635456,1586088529,2020-04-05 12:08:49,Pedallerpedro,Europe's future is at stake in this war against coronavirus https://t.co/6n78JTIOvM,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Manilva, EspaГ±a",NA,NA,185581076,Peter B Masterman#flying flamingos,0,"enjoying retirement for now, long may it continue",,http://pbs.twimg.com/profile_images/1123331403255566336/RUtsO8bg_normal.jpg,NA,NA,NA,3657,65,80,19354,2,NA,2010-09-01 10:04:31
32424,32424,1257642712666423296,1588680363,2020-05-05 12:06:03,Pasion4Life,RT @BeatrizGMuller: Los expertos en epidemiologГ­a repiten que una vacuna contra el #coronavirus no puede estar lista en 6 meses; si bieвЂ¦ https://t.co/tRphNoSeB3,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,97336654,Capitana,0,рџ‡Ірџ‡Ѕрџ‘©рџЏ»вЂЌрџ’ј,,http://pbs.twimg.com/profile_images/1014318797124227078/Y2rvfBc6_normal.jpg,NA,NA,NA,40528,200,210,501,0,NA,2009-12-17 01:54:58
23436,23436,1.246771850342E+18,1586088547,2020-04-05 12:09:07,rahim_bellem,Excellent. Ah ce #coronavirus. En direct du Soudan.,low,NA,NA,NA,NA,0,0,fr,,NA,1246721943254032384,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Paris,NA,NA,2325505801,Rahim Bellem,0,"Reporter. politique et International. Du Parisien Г  la petite lucarne aujourd'hui, mes tweets n'engagent que ma pomme. Infosplus.",,http://pbs.twimg.com/profile_images/1218473154726834181/aEmiRIBo_normal.jpg,NA,NA,NA,3165,506,189,793,9,NA,2014-02-03 13:48:15
24070,24070,1246771977513250816,1586088577,2020-04-05 12:09:37,IsaacTrujillo10,"@EcuadorPlay @CCFFAA_PERU Muy raro, con tanques se combate al coronavirus?, por favor la respuesta del jefe del comando conjunto de las FF.AA de Ecuador, si es quГ© hay.",low,NA,NA,NA,NA,0,0,es,EcuadorPlay,1246541935365545984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Quito, Ecuador",NA,NA,1630250792,Isaac Trujillo,0,Gerente de PROMANVIAL CONSULTING CIA. LTDA.,http://www.promanvial.com.ec,http://pbs.twimg.com/profile_images/1021579195820986372/0FNrLA7i_normal.jpg,NA,NA,NA,299,17,63,29,0,NA,2013-07-29 12:26:59
18469,18469,1246770890458558464,1586088318,2020-04-05 12:05:18,dailycricketbd,Langer Backs Closed-Door Cricket Once Coronavirus Ends   Full News: https://t.co/D3gBJh1p3i   #Coronavirus #Cricket,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dhaka, Bangladesh",NA,NA,913113037292187648,Daily Cricket,0,"Online cricket portal for live score, news and updates. Daily Cricket - for your daily dose of cricket.",http://www.dailycricket.com.bd,http://pbs.twimg.com/profile_images/914798843761385472/86AAw8hw_normal.jpg,NA,NA,NA,17367,680,106,235,2,NA,2017-09-27 18:48:07
20858,20858,1246771364264116224,1586088431,2020-04-05 12:07:11,BiggestBoiM,RT @michaelharriot: Black journalists have repeatedly asked for race-inclusive data on coronavirus but people keep wondering why we wanвЂ¦ https://t.co/axmooIlW1I,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","London, England",NA,NA,1172923544,FREE VYBZ KARTEL,0,,,http://pbs.twimg.com/profile_images/1234264329979121666/b3okofXf_normal.jpg,NA,NA,NA,184246,598,417,127522,14,NA,2013-02-12 19:50:45
27693,27693,1246772664074735616,1586088741,2020-04-05 12:12:21,espeezeal,RT @OgbeniDipo: Dear @NCDCgov   It has been 5 weeks of public engagements on coronavirus. What is the basis for selecting AmbassadoвЂ¦ https://t.co/qNnbb2RM36,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,77979808,FOWO$ВЈRE,0,* PREMIUM * FARMER  * MANCHESTER CITY FOOTBAL CLUB  #MCFC DM OPEN FOR BUSINESS AND ADVERTS  рџ“§ вњ‰ espeezeal@gmail.com,,http://pbs.twimg.com/profile_images/1242108688036499457/R-ug4lHH_normal.jpg,NA,NA,NA,122101,10984,10630,2752,40,NA,2009-09-28 10:27:50
24553,24553,1246772069968330752,1586088600,2020-04-05 12:10:00,derPferdd,RT @lawyerberlin: Vor dem Gesetz sind alle gleich? #Coronavirus: вЂћGrenzschlieГџung gilt fГјr alle - nur nicht fГјr AsylbewerberвЂњвЂ¦ https://t.co/3PRKh6fHLU,low,NA,NA,NA,NA,0,0,de,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,2821082307,DerVollstrecker,0,BarfuГџ oder Lackschuh,,http://pbs.twimg.com/profile_images/1068584052209475584/cJ4JDh_e_normal.jpg,NA,NA,NA,7015,125,33,5094,3,NA,2014-10-10 06:28:31
14803,14803,1235538859196203008,1583410393,2020-03-05 12:13:13,aparanjape,"Airlines could lose up to $113 billion in passenger revenue due to coronavirus, says IATA  The last time the industry faced a revenue shock of this magnitude was in 2009 during the global financial crisis...  https://t.co/avnEAWmdRU",low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pune, India",NA,NA,14175873,Amit Paranjape,1,"Diverse interests: Software, Healthcare, Aerospace, Technology, Science, Startups, Economics & Policy, Infrastructure, History, Cricket, City of Pune",http://aparanjape.wordpress.com/about/,http://pbs.twimg.com/profile_images/1360512861/211915_1560781420_1605069_n_normal.jpg,NA,NA,NA,264326,47958,793,178700,836,NA,2008-03-19 11:13:46
43530,43530,1268876639494197248,1591358740,2020-06-05 12:05:40,isidags,RT @nypost: Ibuprofen will now be tested as coronavirus treatment https://t.co/s80nEIsPci https://t.co/3Jlm2Bu62k,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lagos, Nigeria",NA,NA,710195251,ЧђЧњЧ•Ч”Ч™ Ч™Ч©Ч•ЧЁЧ•Чџрџ‡®рџ‡±,0,"Realtor, Political/Social commentator, Manchester United fan, Jesus Lover.",,http://pbs.twimg.com/profile_images/1247568387229847556/LxIAQvjU_normal.jpg,NA,NA,NA,86070,875,291,1189,15,NA,2012-07-22 06:06:02
53493,53493,1290982292425408512,1596629138,2020-08-05 12:05:38,JFaith1979,RT @JamesTodaroMD: Number of children in the USA who have died from novel-coronavirus: 86  Number of children in the USA who die everyвЂ¦ https://t.co/jJKMC3xyRn,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ohio, USA",NA,NA,1109050976403636224,J.Faith,0,"Nurse consultant , wife, and mother of 2, Huge Ohio State fan.. Go Bucks...",,http://pbs.twimg.com/profile_images/1109560139202334720/Bd4SujJ8_normal.jpg,NA,NA,NA,105464,2899,3351,133838,5,NA,2019-03-22 11:15:32
12668,12668,1235538556564566016,1583410321,2020-03-05 12:12:01,giornalisteTV,"RT @ItaloJVB: Coronavirus, Bassetti: ""Italia prima per morti? Qualcuno in Ue mente"" Dopo la battaglia ai confini Grecia, pure queвЂ¦ https://t.co/6v1G9lKWtz",low,NA,NA,NA,NA,0,0,it,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,991671421,Viaggio Magico,0,forum e sito dedicato alle giornaliste Tv.,http://www.viaggiomagico.net/,http://pbs.twimg.com/profile_images/588052762186878976/vY1eOlgN_normal.png,NA,NA,NA,75579,508,174,127,18,NA,2012-12-05 20:00:40
43082,43082,1268876476352528384,1591358701,2020-06-05 12:05:01,Trevv69,"RT @nickreeves9876: Karol Sikora, who has been loudly supporting the government's handling of coronavirus, is being accused of misleadiвЂ¦ https://t.co/oEOMQ3F9Er",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Peterborough, England",NA,NA,2159269161,Trevor Smith #FBPE,0,Just me.  I retweet things I see that think deserve it.  I believe the phrase is YMMV.,,http://pbs.twimg.com/profile_images/1025145220160278530/VICcKTZG_normal.jpg,NA,NA,NA,10050,364,943,2177,1,NA,2013-10-29 22:29:18
14970,14970,1235538879911886848,1583410398,2020-03-05 12:13:18,crushstarwars,RT @Blayofficial: And on todayвЂ™s episode of Londoners battling Coronavirus.. https://t.co/8mKlgjtKc9,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",л €мќґ мЅ§кµ¬л©Ќ,NA,NA,1212993791340056576,л €мќјлЎњ лЊЂн™�мћҐнЊЊн‹°,0,рќ“¶рќ“Єрќ”‚ рќ“Ѕрќ“±рќ“® рќ“Їрќ“ёрќ“»рќ“¬рќ“® рќ“«рќ“® рќ”Ђрќ“Ірќ“Ѕрќ“± рќ”‚рќ“ёрќ“ѕ,,http://pbs.twimg.com/profile_images/1231986414922825728/1QI6OQVm_normal.jpg,NA,NA,NA,1101,22,32,454,0,NA,2020-01-03 07:07:16
15621,15621,1235538971482042368,1583410420,2020-03-05 12:13:40,GrilleraLa,RT @tarugo_el: Lo bueno del coronavirus es que te libras de darles la mano a esa gentuza que te da la mano floja.,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Extremadura, EspaГ±a vaciada",NA,NA,703848846195986432,LA GRILLERA,0,"En mi segunda edad del pavo, como todos. Avatar, cortesГ­a de mi paisano @Lleguito  http://facebook.com/GrilleraLa/",,http://pbs.twimg.com/profile_images/1232625006502457349/M-1ACTJ-_normal.jpg,NA,NA,NA,38382,23923,1222,70363,128,NA,2016-02-28 07:46:56
